Rating,Review Count,Product URL
,N/A,https://www.amazon.in//Renewed-Lenovo-Thinkpad-Laptop-Intel/dp/B095RR97SB/ref=sr_1_268?dchild=1&keywords=laptop&qid=1624540861&sr=8-268
3.3 out of 5 stars,20,https://www.amazon.in//Acer-A315-55G-15-6-inch-i5-10210Ur-Graphics/dp/B088CF91GM/ref=sr_1_269?dchild=1&keywords=laptop&qid=1624540861&sr=8-269
2.9 out of 5 stars,40,https://www.amazon.in//LifeDigital-Laptop-Intel%C2%AE-Storage-Windows/dp/B08HRHH2NH/ref=sr_1_270?dchild=1&keywords=laptop&qid=1624540861&sr=8-270
3.0 out of 5 stars,152,https://www.amazon.in//Lenovo-Ideapad-Laptop-Windows-81W10052IN/dp/B087D454KV/ref=sr_1_271?dchild=1&keywords=laptop&qid=1624540861&sr=8-271
4.0 out of 5 stars,2,https://www.amazon.in//ASUS-K513EA-BQ563TS-i5-1135G7-Transparent-International/dp/B08W9G8NBD/ref=sr_1_272?dchild=1&keywords=laptop&qid=1624540861&sr=8-272
,N/A,https://www.amazon.in//MSI-Creator-17-Space-Grey-A10SFS-685IN/dp/B08RX6M1BZ/ref=sr_1_273?dchild=1&keywords=laptop&qid=1624540864&sr=8-273
2.9 out of 5 stars,12,https://www.amazon.in//Acer-i3-1005G1-Integrated-Graphics-EX215-22/dp/B08T69P9ZF/ref=sr_1_274?dchild=1&keywords=laptop&qid=1624540864&sr=8-274
,N/A,https://www.amazon.in//HP-6570b-i5-8-GB-240-GB-Integrated/dp/B07PRL2J9Y/ref=sr_1_275?dchild=1&keywords=laptop&qid=1624540864&sr=8-275
,N/A,https://www.amazon.in//i7-10750H-FHD-144hz-GTX1660Ti-6GB-Backlit-4-G712LU-EV078T/dp/B08H8VNBTP/ref=sr_1_276?dchild=1&keywords=laptop&qid=1624540864&sr=8-276
3.9 out of 5 stars,4,https://www.amazon.in//ASUS-X509JA-EJ529T-i5-1035G1-Transparent-International/dp/B08GM4GHFJ/ref=sr_1_277?dchild=1&keywords=laptop&qid=1624540864&sr=8-277
3.6 out of 5 stars,48,https://www.amazon.in//2019_Dell-Generation-Processor-Fingerprint-Bluetooth/dp/B07ZMRSZ7H/ref=sr_1_278?dchild=1&keywords=laptop&qid=1624540864&sr=8-278
4.0 out of 5 stars,3,https://www.amazon.in//Dell-Inspiron-5410-i5-1135G7-D560465WIN9S/dp/B093H93P7X/ref=sr_1_279?dchild=1&keywords=laptop&qid=1624540864&sr=8-279
,N/A,https://www.amazon.in//Renewed-Dell-Latitude-Laptop-E5480/dp/B091N3B28J/ref=sr_1_280?dchild=1&keywords=laptop&qid=1624540864&sr=8-280
,N/A,https://www.amazon.in//Renewed-Dell-14-Inch-1366x768-LATITUDE/dp/B08TX3HVMF/ref=sr_1_281?dchild=1&keywords=laptop&qid=1624540864&sr=8-281
N/A,N/A,https://www.amazon.in//NE15V2IN007P-15-6-inch-R5-3500U-RadeonTM-Graphics/dp/B08MLLZ8ZG/ref=sr_1_282?dchild=1&keywords=laptop&qid=1624540864&sr=8-282
4.0 out of 5 stars,35,https://www.amazon.in//HP-Pavilion-Touchscreen-Convertible-14-dw1040TU/dp/B08R843NHL/ref=sr_1_283?dchild=1&keywords=laptop&qid=1624540864&sr=8-283
2.5 out of 5 stars,2,https://www.amazon.in//Renewed-Fujitsu-15-6-Inch-Windows-Graphics/dp/B091B888RB/ref=sr_1_284?dchild=1&keywords=laptop&qid=1624540864&sr=8-284
4.0 out of 5 stars,55,https://www.amazon.in//Microsoft-STQ-00013-10-1-inch-Processor-Graphics/dp/B08DHHB2W1/ref=sr_1_285?dchild=1&keywords=laptop&qid=1624540864&sr=8-285
3.9 out of 5 stars,12,https://www.amazon.in//Acer-Aspire-Core-9th-A715-75G-51H8/dp/B08XYJW59X/ref=sr_1_286?dchild=1&keywords=laptop&qid=1624540864&sr=8-286
3.8 out of 5 stars,39,https://www.amazon.in//Lenovo-Touchscreen-Windows-Fingerprint-82FN004QIN/dp/B08Y96J1ZJ/ref=sr_1_287?dchild=1&keywords=laptop&qid=1624540864&sr=8-287
4.1 out of 5 stars,64,https://www.amazon.in//Acer-14-inch-Display-Graphics-SF314-42/dp/B08NXYT6VY/ref=sr_1_288?dchild=1&keywords=laptop&qid=1624540864&sr=8-288
4.5 out of 5 stars,80,https://www.amazon.in//Lenovo-15-6-inch-Windows-Graphics-81SY00UCIN/dp/B094X6LM8D/ref=sr_1_289?dchild=1&keywords=laptop&qid=1624540869&sr=8-289
3.9 out of 5 stars,66,https://www.amazon.in//Dell-Inspiron-i3-1005G1-Integrated-D560396WIN9BE/dp/B08X4JQ58G/ref=sr_1_290?dchild=1&keywords=laptop&qid=1624540869&sr=8-290
5.0 out of 5 stars,1,https://www.amazon.in//Dell-Latitude-Upgradable-Integrated-Graphics/dp/B094151TQC/ref=sr_1_291?dchild=1&keywords=laptop&qid=1624540869&sr=8-291
3.7 out of 5 stars,76,https://www.amazon.in//HP-Notebook-2A9A5PA-Celeron-Graphics/dp/B08JQJS9SB/ref=sr_1_292?dchild=1&keywords=laptop&qid=1624540869&sr=8-292
3.0 out of 5 stars,1,https://www.amazon.in//Vivobook-M515DA-BQ512TS-Laptop-Ryzen-Windows/dp/B094X1SYN8/ref=sr_1_293?dchild=1&keywords=laptop&qid=1624540869&sr=8-293
3.1 out of 5 stars,7,https://www.amazon.in//Latitude-E5440-i5-4-GB-500-GB-Integrated/dp/B07N9737QR/ref=sr_1_294?dchild=1&keywords=laptop&qid=1624540869&sr=8-294
3.4 out of 5 stars,170,https://www.amazon.in//Dell-Inspiron-3501-15-6-inch-i3-1005G1/dp/B08L4RH8JM/ref=sr_1_295?dchild=1&keywords=laptop&qid=1624540869&sr=8-295
2.8 out of 5 stars,5,https://www.amazon.in//Renewed-AVITA-NS14A8INW561-IBA-Graphics-Infinite/dp/B08LTPBD86/ref=sr_1_296?dchild=1&keywords=laptop&qid=1624540869&sr=8-296
4.3 out of 5 stars,16,https://www.amazon.in//Renewed-Lenovo-L540-Thinkpad-Numeric/dp/B07YL1J18R/ref=sr_1_297?dchild=1&keywords=laptop&qid=1624540869&sr=8-297
4.8 out of 5 stars,6,https://www.amazon.in//Renewed-Lenovo-15-6-Inch-Windows-Graphics/dp/B08XZZ5Z88/ref=sr_1_298?dchild=1&keywords=laptop&qid=1624540869&sr=8-298
4.1 out of 5 stars,5,https://www.amazon.in//Lenovo-15-6-inch-Laptop-Windows-82C500RQIH/dp/B08M6BDX2B/ref=sr_1_299?dchild=1&keywords=laptop&qid=1624540869&sr=8-299
3.9 out of 5 stars,10,https://www.amazon.in//Lenovo-82C5A009IH-i3-1005G1-Integrated-Graphics/dp/B08DHS5SKR/ref=sr_1_300?dchild=1&keywords=laptop&qid=1624540869&sr=8-300
2.9 out of 5 stars,74,https://www.amazon.in//Lenovo-Ideapad-Laptop-Windows-81UT00J7IN/dp/B087D2TWRR/ref=sr_1_301?dchild=1&keywords=laptop&qid=1624540869&sr=8-301
3.6 out of 5 stars,210,https://www.amazon.in//Acer-Processor-Integrated-Graphics-Z2-485/dp/B08CY9SL14/ref=sr_1_302?dchild=1&keywords=laptop&qid=1624540869&sr=8-302
3.4 out of 5 stars,28,https://www.amazon.in//Lenovo-15-inch-Laptop-Windows-82C500PXIH/dp/B08BY24TMR/ref=sr_1_303?dchild=1&keywords=laptop&qid=1624540869&sr=8-303
4.0 out of 5 stars,4,https://www.amazon.in//Dell-Inspiron-R5-3450U-Graphics-D560431WIN9B/dp/B0919M8GTN/ref=sr_1_304?dchild=1&keywords=laptop&qid=1624540869&sr=8-304
4.5 out of 5 stars,165,https://www.amazon.in//HP-Pavilion-Touchscreen-i3-10110U-14-dh1181tu/dp/B08HK11NCJ/ref=sr_1_305?dchild=1&keywords=laptop&qid=1624540872&sr=8-305
4.7 out of 5 stars,14,https://www.amazon.in//Lenovo-Ideapad-Graphics-Graphite-82FG0117IN/dp/B092MV9ZF6/ref=sr_1_306?dchild=1&keywords=laptop&qid=1624540872&sr=8-306
